"['Nice', 'GiletsJaunes']","RT @PureTele: ⚡️NICE / Vers un record de mobilisation sur le territoire 🇫🇷 ? À #Nice, les #GiletsJaunes sont très nombreux à manifester act…",Abo3Steph,
[],"RT @attac_fr: Quand les plus gros délinquants :

1. payent moins que ce qu'ils doivent ;
2. ne payent aucune amende ;
3. ne sont jamais con…",DeclinareP,"Aix-en-Provence, France"
"['anticasseurs', 'giletsjaunes']","RT @DavidKoubbi: Loi #anticasseurs : les manifestants #giletsjaunes n’ont plus le droit de se masquer ni de se casquer, mais les forces de…",jomix,Brussels - Liege
['Lyon'],RT @Libre_Insolent: #Lyon : la police nationale se met hors la loi en obligeant les manifestants à retirer leur gilet jaune pour circuler l…,gruenspan123,"Grunewald, Berlin"
"['Paris', 'GreveGenerale5Fevrier', 'GiletsJaunes']","RT @AntenneJaune: ⚡️🎥 CHOC - #Paris
Coups de matraque distribués gratuitement. Dénonçons ! 😡
#GreveGenerale5Fevrier #GiletsJaunes #Violence…",jeanmarcj49,
['CGT'],"RT @GiletsJaunesGo: 🔴 30000 manifestants selon la #CGT, 19000 selon la Préfecture et 14000 selon le cabinet Occurrence, mandaté par certain…",Coronis1Coronis,"Rhône-Alpes, France"
"['GiletsJaunes', 'ActeXII', 'Acte12']",RT @HZ_Press: Blessé au visage lors de son interpellation à la manifestation des #GiletsJaunes place de la République #ActeXII #Acte12 #Yel…,manu41300,"Provence-Alpes-Côte d'Azur, Fr"
[],"RT @tcabarrus: En attendant des chiffres précis, et au vu des photos qui circulent sur internet, on peut dire que c'est un vrai flop. Et qu…",Marcdevaux,"marié gay en Provence. Coeur à gauche, pro-Macron à condition qu'il n'aille pas trop à droite!"
[],"RT @Abbe_Rezina: Si le Cons Constit ne censure pas cette loi, on saura que la seule solution qui restera au peuple sera de chasser du pouvo…",L_oranaise_,
"['GiletsJaunes', 'SputnikInterview', 'Sputnik', 'Macron']","RT @SPVereycken: Mon entretien, en anglais, sur l'avenir de #GiletsJaunes avec #SputnikInterview #Sputnik #Macron https://t.co/gwFgMfYXFw h…",BCarail,
"['GiletsJaunes', 'Mediapart']",RT @PureTele: ⚡️MEDIAPART / Des #GiletsJaunes sont actuellement rassemblés devant les locaux de #Mediapart en cette fin de journée de #Grev…,FolkyFireKitten,Sur mon nuage - On my cloud
"['GiletJaune', 'GiletsJaunes', 'assembleenationale', 'senat']","RT @GiletsJaunesFr: La France sous protection ...
https://t.co/hvnYtCFFdx
#GiletJaune #GiletsJaunes #assembleenationale #senat #droitsdelho…",yaKfocon,Pandora
[],"Rien d'étonnant...
BFM sont ds les payeurs",thomasferreben1,ile de la réunion 
['Lyon'],RT @Libre_Insolent: #Lyon : la police nationale se met hors la loi en obligeant les manifestants à retirer leur gilet jaune pour circuler l…,poc_chris,
"['GiletsJaunes', 'Strasbourg']","RT @leGneral2: 💥 📽️🇫🇷 HONTE! #GiletsJaunes à #Strasbourg le 05/02/19 :Suite à une opération de blocage de GCO Strasbourg, un gendarme plaqu…",akhenaton6957, Paris Vilvoorde Cap Salou 
"['Nantes', 'GiletsJaunes']","RT @LPLdirect: 🇫🇷 [BLOCAGE] À #Nantes, le rond-point menant à l'aéroport est bloqué par des #GiletsJaunes et des militants CGT. Les camions…",veritebeaute,Lyon France 
"['GiletsJaunes', 'Gouvernement']",RT @GiletsJaunesGo: 🔴 La dissolution de l’Assemblée Nationale réclamée aujourd’hui dans les rues de Paris. #GiletsJaunes #Gouvernement #Par…,Abo3Steph,
['Lyon'],RT @Libre_Insolent: #Lyon : la police nationale se met hors la loi en obligeant les manifestants à retirer leur gilet jaune pour circuler l…,FredSLN,
"['Macron', 'patrons', 'Paris', 'greve5fevrier']","RT @Callystor: 🎶""Emmanuel #Macron,
président des #patrons,
On vient te chercher chez toi !""🎶
A #Paris pour la #greve5fevrier, 
puissante co…",MichelSain,42000 Sainté France
"['GiletsJaunes', 'PARIS']",RT @1_jaunes: 💥📽#GiletsJaunes #PARIS Comme d'habitude Les FDO matraquent les manifestants pourtant la manif est déclarée! cherchez l'erreur…,cathyk69,France
"['Macron', 'GrandDebatNational']","RT @senateursCRCE: À grand renfort de shows médiatiques, Emmanuel #Macron transforme le #GrandDebatNational en campagne présidentielle de r…",LaurentAspis,entre Nancy et Lyon
